IQ,CGPA,Internship_Experience,Projects_Completed,Placement
112,6.94,No,0,No
101,5.13,No,1,No
80,5.93,Yes,1,No
113,5.18,Yes,2,Yes
78,6.38,No,3,No
104,7.11,Yes,1,No
87,5.93,No,5,No
94,6.09,Yes,3,No
107,7.39,Yes,0,No
107,6.7,Yes,0,No
120,6.84,Yes,3,Yes
98,7.26,Yes,4,No
104,8.08,Yes,2,No
93,9.31,No,2,No
102,5.48,Yes,4,No
106,5.74,Yes,5,No
98,9.72,No,3,No
72,7.4,No,3,No
104,8.87,Yes,1,No
105,6.43,Yes,0,No
89,8.97,Yes,0,No
80,9.26,No,3,No
122,7.96,No,1,No
107,5.93,Yes,5,No
96,9.14,No,5,Yes
82,8.79,No,1,No
87,8.71,Yes,2,No
119,5.53,Yes,2,No
102,9.43,Yes,3,Yes
91,5.62,No,5,No
107,6.54,No,2,No
87,7.55,Yes,1,No
122,5.98,No,4,No
120,8.76,No,0,No
93,8.05,No,3,No
90,5.23,No,5,No
60,8.27,No,2,No
77,9.9,Yes,2,Yes
79,6.14,No,1,No
102,8.35,No,2,No
95,6.78,Yes,0,No
79,7.67,Yes,3,No
95,6.45,Yes,2,No
107,6.88,No,4,No
107,5.4,No,4,No
71,9.84,No,5,No
98,7.69,No,5,No
79,7.35,Yes,3,No
113,7.04,No,4,No
111,7.39,No,4,No
86,6.55,No,5,No
88,6.59,No,2,No
93,6.85,No,4,No
66,6.62,No,2,No
105,5.66,No,0,No
95,7.4,No,1,No
114,9.41,Yes,5,Yes
83,6.1,No,2,No
90,4.68,Yes,1,No
77,5.96,Yes,2,No
84,10.35,Yes,2,No
82,9.03,No,3,No
114,8.42,No,2,Yes
89,9.42,No,4,Yes
101,6.95,No,4,No
94,9.63,No,2,Yes
80,6.07,No,5,No
97,6.6,No,5,No
108,8.67,Yes,5,No
81,7.34,No,0,No
112,8.48,No,4,Yes
87,6.87,Yes,1,No
92,8.25,Yes,0,No
107,6.71,No,1,No
90,4.96,No,2,No
100,9.45,No,2,No
95,9.56,No,2,No
101,10.22,No,4,No
64,8.74,Yes,5,No
72,8.75,No,0,No
109,7.77,No,1,No
115,5.85,No,3,No
86,6.43,No,5,No
96,6.1,Yes,0,No
104,9.88,No,1,No
110,5.88,Yes,3,No
69,9.75,No,0,No
86,7.99,Yes,0,No
95,8.49,No,5,No
110,5.47,Yes,2,No
137,6.38,No,5,No
96,9.31,No,0,No
78,6.33,No,5,No
106,6.27,No,5,No
119,6.42,No,5,No
101,5.24,No,1,No
86,6.13,No,2,No
114,8.66,No,0,No
109,7.68,No,2,No
84,7.97,No,3,No
105,5.7,No,1,No
114,8.79,No,3,Yes
117,8.79,Yes,1,No
99,4.7,No,4,No
94,7.21,No,3,No
118,5.16,Yes,4,No
81,9.13,No,5,Yes
106,8.55,No,2,Yes
79,9.47,No,3,Yes
115,6.24,Yes,0,No
96,7.58,Yes,5,No
119,5.63,No,1,No
107,6.76,No,0,No
81,7.24,Yes,0,No
121,4.85,No,5,No
123,8.67,Yes,2,Yes
113,7.41,No,2,Yes
88,8.7,No,0,No
95,6.76,No,5,No
102,9.55,No,0,No
89,9.62,No,0,No
125,9.15,No,1,No
102,8.51,Yes,2,No
59,9.03,Yes,3,Yes
105,8.04,No,2,No
94,6.09,Yes,0,No
98,8.03,Yes,3,No
94,8.69,Yes,5,No
112,9.83,No,5,Yes
116,7.67,No,3,No
104,6.66,No,3,No
94,8.25,Yes,2,Yes
99,9.55,Yes,0,No
100,6.26,Yes,5,No
87,6.34,No,5,No
108,7.5,No,5,No
106,6.06,Yes,0,No
123,5.29,Yes,4,No
118,6.98,No,1,No
89,9.01,No,2,No
112,5.07,Yes,5,No
85,6.77,No,4,No
110,8.85,No,4,No
92,9.56,Yes,5,Yes
84,10.12,No,4,No
104,6.61,Yes,2,No
59,9.31,Yes,1,No
73,5.11,Yes,3,No
97,9.19,No,1,No
101,8.6,No,1,No
94,6.74,No,5,No
76,7.46,No,5,No
87,5.2,Yes,0,No
105,9.17,No,4,No
108,6.97,Yes,4,No
99,7.77,Yes,3,No
117,5.59,No,0,No
105,5.59,No,3,No
88,9.93,No,5,No
95,8.48,No,2,No
78,9.4,No,0,No
98,6.39,No,4,No
116,5.67,No,3,No
110,7.56,Yes,0,No
121,7.72,No,0,No
95,5.48,Yes,1,No
120,8.96,No,0,No
97,6.34,Yes,0,No
122,5.87,Yes,4,Yes
99,6.75,No,2,No
110,8.28,Yes,3,No
122,8.7,Yes,2,Yes
97,7.07,Yes,0,No
103,7.65,No,4,No
119,5.59,Yes,4,No
98,9.55,Yes,4,Yes
80,9.34,No,4,Yes
132,8.42,No,1,No
92,4.74,No,0,No
102,7.93,No,1,No
117,8.24,Yes,1,Yes
90,9.55,No,0,No
84,10.37,No,4,Yes
103,9.41,No,3,No
73,5.14,Yes,4,No
95,9.32,No,4,No
103,8.19,No,1,No
95,8.87,No,2,No
76,7.45,Yes,4,No
123,6.13,Yes,0,No
101,6.86,No,0,No
121,6.18,Yes,0,No
96,7.25,No,1,No
86,8.82,Yes,3,No
104,5.41,Yes,3,No
96,5.47,No,3,No
82,5.83,No,4,No
122,7.39,No,4,Yes
90,9.58,Yes,2,Yes
72,5.61,No,2,No
119,5.25,Yes,2,Yes
92,9.12,No,1,No
90,8.94,Yes,3,Yes
73,5.46,No,4,No
126,8.56,No,2,Yes
80,8.27,No,1,No
100,9.13,No,5,No
113,7.46,No,2,No
106,9.89,Yes,4,No
99,4.73,Yes,2,No
74,6.24,Yes,1,No
87,6.6,No,5,No
102,7.51,Yes,5,No
88,9.37,Yes,1,No
103,7.97,No,2,No
110,5.38,Yes,4,No
114,7.16,No,1,No
81,6.85,No,3,No
132,9.6,Yes,1,No
111,8.36,No,0,No
99,7.69,No,2,No
116,8.25,No,3,Yes
135,8.96,No,4,Yes
78,8.5,Yes,3,Yes
96,6.05,Yes,5,No
64,9.52,No,5,No
102,8.72,No,1,No
105,8.27,Yes,1,No
99,10.1,No,0,No
90,9.32,No,5,No
69,9.64,No,3,Yes
105,9.29,Yes,1,No
121,5.92,Yes,4,No
91,7.4,No,4,No
106,7.41,No,5,No
76,6.76,No,3,No
106,8.82,No,3,Yes
94,8.69,No,0,No
88,8.36,No,3,No
88,9.85,Yes,4,No
94,6.29,No,3,No
105,8.54,No,1,No
80,7.81,No,1,No
94,6.3,Yes,5,No
99,5.94,No,5,No
83,9.83,No,3,No
126,7.7,No,2,Yes
87,9.13,No,3,No
89,7.88,Yes,0,No
85,6.16,No,4,No
126,6.56,No,4,Yes
108,7.05,No,3,No
85,9.39,No,2,No
116,4.9,Yes,4,Yes
103,9.96,Yes,2,Yes
103,9.42,Yes,4,No
94,9.99,No,1,No
88,7.53,No,0,No
105,10.08,Yes,4,No
91,6.59,Yes,3,No
127,5.62,Yes,1,No
80,6.23,No,2,No
123,9.59,Yes,0,Yes
98,4.82,Yes,2,No
104,7.8,No,2,No
112,5.76,No,4,Yes
90,6.45,No,1,No
112,5.6,No,0,No
59,9.16,No,1,No
89,7.85,Yes,1,No
86,9.3,No,5,Yes
81,8.65,No,4,Yes
96,9.72,No,2,No
105,7.24,Yes,1,No
110,8.06,Yes,2,No
103,8.23,No,1,No
90,7.66,Yes,0,No
105,9.06,No,3,No
101,8.63,Yes,3,No
114,8.58,No,3,Yes
111,8.48,No,4,Yes
100,5.59,No,4,No
86,7.87,No,2,No
90,5.59,No,4,No
91,8.08,Yes,3,No
95,8.49,Yes,4,No
104,10.14,Yes,3,No
110,5.34,No,1,No
99,5.72,No,5,No
100,5.1,Yes,3,No
102,7.11,No,3,No
92,9.19,No,0,No
86,9.66,Yes,5,Yes
73,8.41,Yes,0,No
89,9.04,Yes,0,No
107,6.76,No,0,No
89,5.68,No,3,No
96,5.07,Yes,2,No
106,9.33,No,0,No
107,8.21,No,4,No
83,8.95,No,4,No
114,6.31,Yes,4,No
116,6.47,No,3,Yes
83,9.33,Yes,1,No
87,5.25,No,5,No
117,8.47,No,5,Yes
97,6.79,Yes,1,No
66,5.6,No,0,No
79,8.47,No,4,Yes
96,6.78,No,5,No
82,8.15,No,0,No
93,8.43,No,3,No
100,7.46,No,4,No
121,8.62,Yes,0,No
95,8.05,No,2,Yes
116,6.06,No,3,Yes
121,9.03,No,5,Yes
121,8.11,Yes,5,Yes
104,5.27,No,3,No
70,9.95,No,3,No
106,8.17,No,2,No
115,9.39,No,5,Yes
98,9.41,Yes,1,No
126,7.06,Yes,5,No
112,7.76,No,1,No
108,7.12,Yes,2,No
116,7.68,No,5,No
105,9.22,No,1,No
62,8.75,No,2,No
92,5.45,No,0,No
117,8.36,No,2,Yes
87,9.58,Yes,1,No
96,7.94,Yes,2,No
84,8.86,No,2,No
126,8.42,No,4,Yes
125,6.66,No,2,Yes
86,6.87,No,1,No
102,8.19,No,3,No
89,7.51,No,0,No
109,8.31,Yes,2,Yes
107,9.04,No,1,No
112,8.92,Yes,5,Yes
104,6.38,No,5,No
144,5.52,No,1,No
84,6.96,Yes,4,No
74,7.31,No,5,No
94,6.66,No,1,No
76,7.34,No,3,No
77,5.12,Yes,1,No
84,7.12,No,3,No
86,7.08,No,5,No
85,7.73,Yes,0,No
107,7.18,Yes,2,No
92,6.21,No,0,No
97,9.83,Yes,2,Yes
113,5.42,No,5,No
88,8.24,No,0,No
96,9.78,Yes,3,Yes
105,8.1,No,2,Yes
70,9.11,No,2,Yes
64,5.66,Yes,0,No
105,7.51,No,4,No
107,7.66,Yes,5,No
130,4.59,Yes,4,Yes
102,7.14,Yes,0,No
112,6.53,Yes,1,No
97,7.87,No,0,No
104,9.34,No,5,Yes
125,5.91,Yes,3,Yes
68,6.35,Yes,3,No
106,7.66,No,1,No
132,6.99,Yes,5,No
104,9.3,Yes,4,No
124,7.37,No,3,No
90,4.75,No,5,No
99,8.63,No,3,Yes
100,9.24,Yes,2,No
66,7.45,No,5,No
82,7.85,No,2,No
83,5.73,No,1,No
112,6.26,Yes,3,Yes
113,6.45,No,0,No
104,6.98,Yes,4,No
112,10.06,No,1,No
97,8.05,Yes,0,No
118,5.5,No,0,No
100,5.84,Yes,1,No
100,6.85,No,1,No
96,8.21,Yes,3,No
110,6.98,No,4,No
93,6.72,No,5,No
114,8,No,3,No
83,6.31,Yes,5,No
83,5.06,No,5,No
110,5.5,Yes,0,No
98,6.44,No,5,No
93,5.32,No,3,No
113,6.86,No,3,No
90,8.47,Yes,4,No
96,8.55,Yes,2,No
120,7.72,No,4,No
123,8.8,Yes,3,Yes
123,6.25,No,2,Yes
95,9.08,No,5,No
118,7.13,No,0,No
85,7.17,No,4,No
86,6.68,No,1,No
64,5.01,Yes,0,No
125,10.17,No,2,Yes
87,5.19,Yes,0,No
98,6.54,Yes,1,No
86,6.59,Yes,1,No
110,5.69,Yes,4,No
94,6.1,No,5,No
80,5.44,No,4,No
106,6.21,Yes,3,No
78,9.55,No,3,No
87,6.45,Yes,0,No
68,5.33,Yes,1,No
78,8.28,Yes,0,No
102,10.16,No,2,No
70,5.71,No,2,No
77,5.96,No,3,No
99,10.14,No,5,No
91,6.25,No,0,No
129,7.66,No,2,No
127,6.13,No,3,No
86,10.01,No,0,No
108,10.14,No,1,No
111,9.15,Yes,2,Yes
91,6.39,Yes,5,No
77,6.72,No,2,No
99,6.13,Yes,1,No
97,9.24,No,3,Yes
93,9.41,No,2,No
106,7.11,No,1,No
88,7.95,Yes,3,No
82,6.14,No,4,No
101,6.82,No,3,No
105,8.14,No,2,Yes
82,7.18,No,3,No
113,6.78,No,5,No
73,4.86,No,2,No
91,8.99,Yes,3,No
96,9.8,Yes,4,Yes
90,10.34,No,3,No
91,8.73,Yes,4,No
128,8.03,No,2,Yes
87,5.86,No,3,No
136,10.38,Yes,1,No
106,8.4,Yes,5,No
101,8.49,No,4,No
107,8.66,Yes,0,No
137,9.24,No,4,Yes
85,4.84,No,3,No
83,6.45,No,4,No
88,8.43,Yes,3,No
100,9.56,Yes,2,Yes
74,8.59,No,2,No
100,7.43,No,5,No
125,7.04,No,1,No
102,8.4,No,0,No
95,8.68,Yes,5,Yes
90,8.52,No,2,Yes
113,6.51,No,1,No
87,10.07,Yes,0,No
127,8.07,Yes,1,Yes
129,9.12,No,2,Yes
103,5.92,Yes,5,No
99,6.52,No,0,No
115,9.51,Yes,2,Yes
116,5.18,No,3,Yes
87,7.86,No,5,No
92,7.67,Yes,0,No
80,8.57,No,1,No
106,6.61,Yes,3,No
109,6.09,Yes,1,No
79,9.45,No,2,No
93,7.77,No,2,No
79,5.92,No,3,No
86,5.83,No,3,No
108,9.78,No,0,No
88,5.83,Yes,1,No
95,7.76,Yes,4,No
75,7.14,No,2,No
102,9.08,Yes,4,No
99,9.1,No,4,No
89,7.71,No,3,No
97,5.15,No,1,No
102,9.03,No,4,No
87,7.7,No,1,No
77,9.61,No,3,Yes
127,7.8,No,5,No
90,8.74,No,5,No
98,5.56,Yes,5,No
115,9.06,No,5,Yes
152,6.29,No,4,No
81,6.94,No,4,No
106,5.36,Yes,2,No
89,6.02,No,4,No
91,6.39,No,0,No
89,7.04,No,3,No
83,9.07,Yes,0,No
99,6.71,No,5,No
77,8.48,Yes,4,No
114,5.03,No,4,Yes
100,7.56,Yes,0,No
106,7.29,No,2,No
93,10.38,Yes,2,No
94,9.3,No,0,No
104,7.39,No,0,No
82,8.85,No,3,No
94,6.13,No,2,No
87,8.27,Yes,5,No
86,5.46,Yes,1,No
68,6.31,Yes,5,No
120,6.12,No,4,No
89,9.08,No,4,No
117,7.34,No,0,No
116,8.85,No,5,Yes
80,7.19,No,1,No
83,5.07,Yes,2,No
138,9.05,Yes,2,Yes
126,8.97,Yes,2,Yes
99,9.33,Yes,5,No
103,7.75,No,0,No
90,9.24,No,0,No
106,8.34,Yes,4,No
89,6.1,No,5,No
69,5.66,No,4,No
80,5.7,Yes,2,No
100,7.09,No,4,No
83,7.22,Yes,4,No
98,9.62,No,2,No
83,6.79,Yes,0,No
88,8.89,No,4,No
112,8.11,No,0,No
103,5.78,No,1,No
99,4.99,No,0,No
113,7.59,No,3,No
107,8.07,Yes,3,Yes
121,10.35,Yes,2,Yes
93,7.15,Yes,3,No
93,9.39,Yes,1,No
80,7.02,No,0,No
93,8.59,Yes,0,No
114,8.24,No,5,Yes
119,5.28,Yes,4,No
114,5.4,Yes,4,No
73,5.23,No,4,No
116,7.05,Yes,0,No
72,8.58,Yes,0,No
113,5.69,Yes,5,No
94,7.8,Yes,4,No
110,6.49,No,5,No
80,8.84,No,0,No
117,9.03,No,1,Yes
78,8.79,No,4,Yes
89,7.96,No,3,No
85,5.99,Yes,4,No
73,9.12,Yes,3,Yes
101,6.01,Yes,2,No
127,6.33,Yes,3,No
140,5.84,No,5,No
101,8.67,Yes,1,No
116,8.21,Yes,0,No
103,8.63,No,5,Yes
107,7.48,No,5,No
94,5.65,No,1,No
102,9.83,Yes,2,Yes
108,7.65,No,5,No
91,7.06,Yes,1,No
98,8.41,No,1,No
99,5.74,Yes,2,No
112,5.31,No,1,No
84,6.82,No,2,No
99,6.25,Yes,0,No
128,5.91,No,4,No
117,9.87,Yes,0,Yes
120,7.56,Yes,0,No
100,7.77,Yes,0,No
104,8.2,No,1,No
115,9.57,Yes,0,No
123,5.12,Yes,2,No
70,8.93,No,2,No
80,7.91,No,5,No
119,6.18,No,5,Yes
95,6.38,No,2,No
89,7.55,Yes,5,No
81,8.39,No,2,Yes
91,5.76,No,5,No
78,7.67,Yes,0,No
131,7.99,Yes,3,Yes
99,7.62,No,5,No
99,9.57,Yes,4,No
108,9.23,No,3,No
114,7.49,No,1,No
114,9.47,No,0,No
116,5.58,Yes,3,Yes
90,5.34,No,0,No
95,7.22,Yes,2,No
111,7.79,Yes,1,No
92,7.91,No,3,No
99,7.4,Yes,4,No
105,6.09,No,2,No
111,6.27,No,5,No
73,9.12,No,2,Yes
110,9.62,No,5,Yes
96,8.79,No,5,No
110,8.08,No,1,No
111,8.32,No,5,Yes
124,5.78,No,2,No
120,6.98,No,2,No
120,8.18,No,5,Yes
121,7.7,Yes,3,No
104,5.43,Yes,2,No
100,9.8,No,1,No
113,8.84,Yes,5,Yes
110,6.05,Yes,0,No
95,8.14,No,1,No
106,9.7,Yes,1,No
99,5.56,Yes,0,No
87,7.1,No,3,No
119,7.53,No,4,No
100,7.46,Yes,5,No
130,9.19,No,5,Yes
75,7.12,No,4,No
91,5.73,Yes,1,No
100,5.47,Yes,3,No
117,5.38,No,3,No
105,7.27,No,3,No
104,8.35,Yes,3,Yes
83,6.1,Yes,1,No
82,8.57,Yes,5,Yes
104,8.24,Yes,2,No
79,6.68,No,5,No
92,8.12,No,4,Yes
107,8.34,No,4,No
85,7.45,Yes,5,No
124,6.58,Yes,0,No
118,8.44,No,1,Yes
76,9.87,No,4,No
86,7.53,No,1,No
65,6.97,Yes,5,No
88,7.48,No,1,No
111,5.88,No,5,No
93,7.42,No,3,No
106,6.88,Yes,0,No
77,5.25,No,1,No
111,7.67,No,5,No
91,5.12,No,4,No
100,7.45,Yes,4,No
98,5.9,No,0,No
80,4.69,No,1,No
82,8.76,Yes,3,Yes
114,9.68,Yes,0,No
105,6.06,No,1,No
115,7.37,No,0,No
104,6.02,No,3,No
102,7.53,No,2,No
74,6.73,No,2,No
95,6.72,No,2,No
99,8.81,Yes,3,No
129,5.92,No,3,No
110,4.79,Yes,0,No
123,8.39,No,5,Yes
108,8.38,Yes,4,Yes
89,7.98,Yes,3,No
101,7.18,No,3,No
103,7.33,No,2,No
85,6.82,Yes,2,No
94,7.13,Yes,5,No
96,7.65,No,2,No
124,7.24,No,4,No
68,8.43,No,2,Yes
118,8.73,No,2,Yes
85,6.88,Yes,5,No
79,7.24,Yes,4,No
117,7.19,No,2,Yes
110,7.87,No,0,No
118,7.39,No,0,No
112,9.8,Yes,1,No
130,8.88,No,0,Yes
108,9.38,No,4,Yes
97,8.22,No,2,Yes
105,10.17,No,1,No
118,7.89,Yes,3,No
88,10.25,Yes,5,Yes
90,5.31,No,5,No
95,5.68,Yes,3,No
68,7.99,Yes,0,No
102,10.19,Yes,1,No
71,6.99,No,3,No
100,6.55,Yes,3,No
112,7.34,Yes,3,Yes
92,8,No,0,No
125,6.13,Yes,0,No
78,9.01,No,1,No
117,9.84,No,0,Yes
110,9.65,No,0,No
74,6.65,Yes,4,No
140,7,No,0,No
99,7.02,No,1,No
86,7.03,Yes,0,No
78,5.71,Yes,5,No
96,9.06,No,5,No
98,6.52,No,0,No
101,9.01,Yes,4,Yes
95,9.2,Yes,5,Yes
109,4.99,No,1,No
94,9.94,No,5,No
70,8.67,No,3,No
97,8.06,No,4,Yes
64,6.78,No,0,No
105,7.85,No,2,No
85,6.65,No,4,No
102,7.83,Yes,4,No
119,5.58,Yes,1,No
85,8.58,No,3,No
115,6,No,3,No
93,5.1,No,3,No
126,7.31,No,4,Yes
94,7.71,No,2,No
87,7.25,No,1,No
110,5.7,No,2,No
93,9.7,Yes,3,No
87,8.02,Yes,4,Yes
92,5.99,Yes,3,No
99,7.35,No,2,No
120,7.74,No,3,No
70,5.27,Yes,0,No
100,8.43,No,1,No
109,9.34,No,2,No
102,9.15,Yes,0,No
119,5.72,Yes,3,No
98,9.48,Yes,1,No
97,6.95,No,1,No
108,9.97,Yes,1,No
101,5.36,No,4,No
94,6.94,No,1,No
107,7.75,No,0,No
90,6.06,Yes,2,No
90,9.21,Yes,0,No
92,8.47,No,3,Yes
120,4.69,No,4,No
51,8.49,No,4,No
105,7.14,No,3,No
100,5.89,No,2,No
74,9.7,Yes,4,Yes
104,9.85,No,3,No
107,6.71,No,3,No
108,7.56,Yes,3,No
60,6.76,Yes,3,No
120,8.56,Yes,1,Yes
88,9.53,No,2,No
110,6.67,Yes,5,No
111,8.77,No,3,Yes
86,7.87,Yes,1,No
109,7.16,Yes,1,No
94,9.47,No,0,No
68,7.29,No,5,No
117,6.86,No,3,Yes
88,8.21,Yes,1,No
87,6.34,Yes,5,No
93,6.4,Yes,0,No
104,9.86,No,0,No
99,8.3,No,3,No
108,8.95,Yes,4,Yes
79,6.8,Yes,1,No
88,7.48,No,4,No
98,9.76,No,0,No
128,6.47,Yes,4,No
98,5.54,No,4,No
116,7.27,No,3,No
100,6.74,Yes,0,No
92,6.16,No,2,No
96,9.71,No,1,No
97,10.13,No,3,No
109,7.8,No,3,No
120,8.88,No,2,Yes
105,9.07,No,3,No
117,8.07,No,0,Yes
85,5.05,No,3,No
93,5.79,No,3,No
89,4.91,Yes,2,No
104,4.64,Yes,1,No
94,6.29,No,5,No
110,6.83,No,1,No
86,6.1,No,4,No
100,4.94,Yes,0,No
110,7.38,No,2,No
69,6.13,Yes,1,No
131,8.55,No,2,Yes
95,4.87,No,5,No
69,8.78,No,4,Yes
102,9.97,No,1,No
100,8.47,Yes,2,Yes
98,8.5,No,5,Yes
114,9.3,Yes,0,Yes
111,5.78,Yes,0,No
104,9.7,No,4,No
106,9.36,Yes,1,No
98,8.97,No,1,No
126,6.33,No,0,No
77,7.85,Yes,5,No
102,8.03,No,4,Yes
100,7.7,No,3,No
112,8.73,Yes,0,Yes
87,5.04,Yes,0,No
73,6.72,No,2,No
102,7.3,Yes,4,No
104,6.35,No,3,No
122,6.34,No,5,No
80,5.98,Yes,4,No
117,7.1,No,4,Yes
135,7.33,No,0,No
94,4.82,No,0,No
80,9.96,No,0,No
93,9.33,No,2,Yes
100,8.56,No,3,Yes
108,6.35,No,5,No
91,7.66,Yes,5,No
123,7.45,No,3,Yes
83,9.58,No,4,No
73,8.72,Yes,5,No
116,8.18,Yes,5,Yes
65,9.09,No,5,No
96,6.19,No,0,No
146,5.12,No,5,No
99,8.42,Yes,4,No
83,5.78,No,0,No
99,5.18,Yes,4,No
99,8.99,Yes,4,No
102,6.09,Yes,2,No
109,7.92,Yes,5,No
84,9.69,No,2,No
125,6.98,Yes,5,No
103,6.17,Yes,4,No
110,5.68,Yes,0,No
90,5.93,No,4,No
119,5.07,No,0,No
96,5.77,No,1,No
104,7.08,No,3,No
86,6.28,No,4,No
85,8.38,No,1,No
110,9.1,Yes,4,No
93,8.65,No,2,No
87,7.43,No,3,No
90,5.19,Yes,4,No
110,8.72,No,5,No
90,6.89,No,2,No
98,5.58,No,2,No
100,9.05,No,1,No
71,6.96,No,5,No
77,5.72,No,2,No
105,9.43,Yes,5,No
88,9.29,No,1,No
115,6.72,No,0,No
114,6.59,Yes,0,No
110,8.19,No,0,No
127,9.06,No,0,No
98,5.56,No,4,No
109,7.65,No,5,No
91,9.53,No,1,No
136,6.73,No,0,No
129,9.48,No,2,Yes
100,10.19,Yes,5,No
105,6.24,No,1,No
120,9.22,No,5,Yes
97,6.62,No,5,No
90,8.85,No,5,Yes
113,8.5,Yes,4,Yes
101,6.14,No,0,No
102,8.99,No,1,No
87,9.45,Yes,3,No
74,6.48,Yes,0,No
103,5.74,No,1,No
113,5.8,Yes,0,No
96,7.96,No,3,No
121,10.24,Yes,2,Yes
89,9.44,No,2,No
84,7.59,Yes,3,No
98,7.3,Yes,1,No
98,6.05,Yes,4,No
111,5.4,No,0,No
88,7.85,No,4,No
120,7.3,No,0,No
129,7.17,No,4,Yes
99,9.58,No,0,No
118,7.87,No,2,No
84,8.34,Yes,0,No
116,5.88,No,0,No
115,10.17,Yes,3,Yes
112,8.38,Yes,3,Yes
99,9.8,Yes,0,No
55,6.79,Yes,0,No
90,7.64,No,1,No
90,7.17,No,2,No
85,5.55,No,0,No
101,7.96,No,0,No
93,9.58,No,2,Yes
87,5.95,Yes,1,No
84,4.98,No,5,No
89,8.48,Yes,3,No
116,6.72,No,3,No
90,7.72,No,2,No
92,8.2,Yes,0,No
93,6.53,Yes,5,No
105,9.42,No,3,Yes
106,7.5,No,0,No
54,9.84,No,4,No
115,8.68,No,0,No
121,9.23,No,3,Yes
84,4.72,No,0,No
85,6.4,Yes,5,No
93,5.19,No,0,No
88,7.34,Yes,5,No
103,9.17,No,1,No
70,7.23,No,1,No
83,9.61,No,5,Yes
123,6.88,Yes,0,No
86,6.35,No,2,No
118,9.59,Yes,2,Yes
105,7.26,No,2,No
72,8.54,No,2,No
109,6.15,No,3,No
98,9.5,Yes,2,Yes
93,7.84,No,3,No
103,9.08,Yes,2,No
107,5.11,Yes,5,No
110,7.08,No,0,No
117,9.28,Yes,5,Yes
106,9.84,Yes,2,No
79,5.48,Yes,0,No
92,6.04,No,5,No
144,7.12,No,0,No
110,5.62,Yes,5,No
135,8.79,Yes,1,No
120,5.88,No,5,Yes
103,7.19,No,5,No
104,8.04,Yes,4,No
99,7.5,No,5,No
73,8.89,No,4,Yes
100,10.14,No,5,No
118,5.49,Yes,0,No
91,8.74,No,5,No
106,5.95,Yes,4,No
112,7.01,Yes,4,No
86,5.56,Yes,2,No
93,6.13,No,4,No
84,6.82,No,4,No
87,6.58,No,4,No
80,9.82,No,5,No
86,8.24,No,1,No
121,9.46,No,4,Yes
86,8.16,Yes,2,No
101,6,Yes,3,No
92,7.09,Yes,1,No
117,6.54,Yes,2,No
119,6.56,No,0,No
112,8.54,No,2,Yes
104,7.92,No,3,No
96,6.91,No,1,No
82,5.46,No,3,No
129,5.38,No,5,No
88,5.91,Yes,0,No
109,5.22,Yes,0,No
115,9.06,Yes,5,Yes
91,5.15,No,0,No
115,9.09,No,5,Yes
111,7.06,No,5,No
125,5.86,No,5,No
92,8.9,No,2,Yes
80,8.37,Yes,2,Yes
92,5.83,No,4,No
103,9.01,No,0,No
100,4.76,Yes,3,No
94,5.97,Yes,0,No
71,8.34,No,1,No
107,8.56,Yes,2,Yes
129,6.28,No,0,No
106,5.15,No,4,No
109,9.43,Yes,0,No
108,6.23,No,4,No
105,6.25,No,2,No
113,7.66,Yes,2,No
105,9.96,No,4,Yes
95,5.08,No,5,No
88,9.31,No,1,No
96,7.94,No,5,No
104,7.6,Yes,5,No
95,8.25,No,2,No
104,10.06,Yes,4,No
106,6.47,Yes,2,No
112,5.27,No,0,No
119,9.64,Yes,3,Yes
101,8.64,Yes,1,No
80,7.25,No,3,No
94,7.43,No,1,No
100,8.92,Yes,0,No
72,8.43,No,4,No
120,9.92,Yes,5,Yes
102,6.67,No,4,No
105,6.11,No,4,No
120,7.98,No,0,No
90,7.21,No,5,No
108,8.45,Yes,3,No
98,6.72,Yes,2,No
97,5.4,No,5,No
88,7.22,No,5,No
124,8.79,No,4,Yes
94,8.97,No,2,No
110,7.29,Yes,3,No
71,5.89,No,2,No
117,6.83,No,2,No
115,8.83,Yes,5,Yes
101,6.89,No,2,No
96,8.78,No,0,No
106,7.96,No,3,No
134,6.47,No,2,No
73,8.92,No,4,No
111,5.42,No,4,Yes
86,7.25,Yes,5,No
99,6.29,No,3,No
96,5.44,No,5,No
93,7.91,No,0,No
99,7.2,Yes,2,No
82,8.79,No,0,No
115,8.9,No,3,Yes
73,8.41,No,1,No
108,7.22,Yes,4,No
95,8.58,No,2,Yes
82,8.3,No,2,Yes
103,7.33,No,3,No
76,7.54,Yes,3,No
100,10.11,No,5,No
78,6.12,No,5,No
106,9.34,Yes,5,No
86,4.96,Yes,0,No
93,6.16,No,5,No
104,5.99,No,4,No
88,8.38,Yes,0,No
99,5.4,No,3,No
77,8.93,No,4,No
109,9.04,No,3,No
126,8.24,No,5,Yes
141,6.96,No,0,No
101,9.2,No,5,No
111,8.84,No,0,No
73,7.68,No,0,No
122,8.09,No,1,No
111,7.89,No,0,No
92,7.59,No,2,No
118,6.35,No,0,No
96,7.2,Yes,5,No
93,4.99,Yes,3,No
107,6.46,No,5,No
84,8.33,Yes,0,No
115,9.6,Yes,3,Yes
84,10.07,No,3,No
84,7.35,No,5,No
86,8.39,No,4,No
111,6.25,No,1,No
90,8.75,No,3,No
79,5.16,No,3,No
90,6.74,No,2,No
